"date","owned_tweets_about_games","owned_retweets_about_games","owned_favorites_about_games","owned_replies_about_games","owned_tweets_total","owned_retweets_total","owned_favorites_total","owned_replies_total","paid_volume","paid_retweets","paid_favorites","paid_replies","negative_comments","neutral_comments","positive_comments","ups_comments","mean_sentiment_comments","earned_volume_comments","news_volume","earnings","press_release_volume","trailer","launch","teaser","convention","expansions_dlc","week","year","EAprice","EAtrading_volume","launch_period","positive_pct","negative_pct"
2018-09-14,24,1006,7721,957,78,1816,14517,1414,2,263,3038,141,55,40,70,297,0.0804187878787879,165,7,0,1,1,1,0,0,0,37,2018,114.269997,3207500,"During Launch",0.424242424242424,0.333333333333333
2018-09-15,13,377,3115,261,28,1097,9336,651,0,0,0,0,3,2,10,20,0.187306666666667,15,0,0,0,0,0,0,0,0,37,2018,NA,NA,"During Launch",0.666666666666667,0.2
2018-09-16,7,1033,3429,504,22,1181,4690,590,0,0,0,0,13,5,32,74,0.18982,50,0,0,0,0,0,0,0,0,37,2018,NA,NA,"During Launch",0.64,0.26
2018-09-17,8,581,5140,337,32,2268,14480,722,0,0,0,0,21,10,55,193,0.232543023255814,86,2,0,0,0,0,0,0,0,38,2018,112.690002,3516000,"During Launch",0.63953488372093,0.244186046511628
2018-09-18,14,6466,30935,1507,40,6955,34867,1799,0,0,0,0,27,23,41,157,0.0996538461538461,91,1,0,0,1,0,0,0,0,38,2018,112.650002,3448400,"During Launch",0.450549450549451,0.296703296703297
2018-09-19,11,6460,30676,4670,31,6905,35077,5005,1,8,18,2,9,13,16,27,0.0944684210526316,38,2,0,0,0,0,0,0,0,38,2018,112.919998,3013200,"During Launch",0.421052631578947,0.236842105263158
2018-09-20,14,2256,11960,915,46,2457,13727,1062,0,0,0,0,54,47,125,1169,0.164000442477876,226,2,0,0,0,0,0,0,0,38,2018,113.470001,3747000,"During Launch",0.553097345132743,0.238938053097345
2018-09-21,9,1092,6678,443,27,1325,8917,555,0,0,0,0,43,13,70,271,0.1868448,125,4,0,0,0,0,0,0,0,38,2018,115.019997,7421800,"During Launch",0.56,0.344
2018-09-22,6,584,5116,385,16,890,8116,430,1,1,3,0,25,21,32,267,0.131024324324324,74,0,0,0,0,0,0,0,0,38,2018,NA,NA,"During Launch",0.432432432432432,0.337837837837838
2018-09-23,7,770,3684,448,23,961,5106,541,0,0,0,0,21,27,41,149,0.117618823529412,85,0,0,0,0,0,0,0,0,38,2018,NA,NA,"During Launch",0.482352941176471,0.247058823529412
2018-09-24,7,1630,13958,2416,17,2098,17660,2644,0,0,0,0,20,55,60,271,0.176527611940299,134,2,0,0,0,0,0,0,0,39,2018,115.239998,2831500,"During Launch",0.447761194029851,0.149253731343284
2018-09-25,8,436,2707,461,65,2087,15249,1275,0,0,0,0,59,103,125,1551,0.142974216027875,287,1,0,0,0,0,0,0,0,39,2018,116.25,2591100,"During Launch",0.435540069686411,0.205574912891986
2018-09-26,12,2717,10387,1424,87,3850,18797,1985,1,4,39,1,64,65,169,906,0.230586912751678,298,0,0,0,0,0,0,0,0,39,2018,118.089996,5062600,"During Launch",0.567114093959732,0.214765100671141
2018-09-27,10,496,2025,198,99,1398,10441,788,0,0,0,0,46,35,74,370,0.135824516129032,155,0,0,0,0,0,0,0,0,39,2018,119.379997,3290000,"During Launch",0.47741935483871,0.296774193548387
2018-09-28,21,3376,25802,1665,57,3939,31027,2040,2,7,48,3,32,52,64,528,0.089972602739726,146,1,0,1,0,1,0,0,0,39,2018,120.489998,3904900,"During Launch",0.438356164383562,0.219178082191781
2018-09-29,6,140,1315,180,9,286,2612,370,0,0,0,0,20,30,43,184,0.13075376344086,93,0,0,0,0,0,0,0,0,39,2018,NA,NA,"Post-Launch",0.462365591397849,0.21505376344086
2018-09-30,6,365,2329,398,11,415,2933,556,2,5,67,0,188,132,331,12185,0.145882949308756,651,0,0,0,0,0,0,0,0,39,2018,NA,NA,"Post-Launch",0.508448540706605,0.288786482334869
2018-10-01,6,505,5330,491,21,1330,12491,1074,1,1,0,0,65,74,158,784,0.196367697594502,291,0,0,0,0,0,0,0,0,40,2018,117.550003,5741600,"Post-Launch",0.542955326460481,0.223367697594502
2018-10-02,15,8591,10709,2965,52,9188,15331,3386,0,0,0,0,25,14,59,178,0.220995918367347,98,4,0,2,0,0,0,0,0,40,2018,117.050003,4160100,"Post-Launch",0.602040816326531,0.255102040816327
2018-10-03,23,4890,16035,2202,82,5918,25360,2973,1,3,3,0,12,8,31,76,0.276206,50,2,0,0,0,0,0,0,0,40,2018,116.389999,3632600,"Post-Launch",0.62,0.24
2018-10-04,27,8682,18045,1222,78,10138,27360,2217,1,0,0,0,19,17,39,599,0.182326666666667,75,5,0,1,0,0,0,0,0,40,2018,114.010002,5235500,"Post-Launch",0.52,0.253333333333333
2018-10-05,16,1332,11586,843,54,2785,22658,1470,1,0,0,0,55,39,112,374,0.185762621359223,206,7,0,1,0,0,0,0,0,40,2018,113.730003,3571400,"Post-Launch",0.54368932038835,0.266990291262136
2018-10-06,5,1047,8400,658,29,1307,10560,820,0,0,0,0,12,13,16,69,0.0605463414634146,41,0,0,0,0,0,0,0,0,40,2018,NA,NA,"Post-Launch",0.390243902439024,0.292682926829268
2018-10-07,19,537,4287,438,44,945,6527,591,1,1,1,0,14,22,19,127,0.057756862745098,51,0,0,0,0,0,0,0,0,40,2018,NA,NA,"Post-Launch",0.372549019607843,0.274509803921569
2018-10-08,6,688,7176,948,35,1304,11131,1236,0,0,0,0,4,6,14,27,0.2901375,24,5,0,0,0,0,0,0,0,41,2018,110.620003,4784400,"Post-Launch",0.583333333333333,0.166666666666667
2018-10-09,15,1073,9676,901,36,1395,12633,1122,0,0,0,0,28,35,68,561,0.171928244274809,131,3,0,2,0,0,0,0,0,41,2018,109.489998,5238500,"Post-Launch",0.519083969465649,0.213740458015267
2018-10-10,14,2710,17593,1624,61,4663,33082,2786,0,0,0,0,20,23,28,167,0.155261971830986,71,7,0,0,0,0,0,0,0,41,2018,105.150002,7443800,"Post-Launch",0.394366197183099,0.28169014084507
2018-10-11,5,439,4685,575,35,2085,16695,1290,1,0,0,0,13,11,31,112,0.216627272727273,55,0,0,0,0,0,0,0,0,41,2018,103.599998,6251700,"Post-Launch",0.563636363636364,0.236363636363636
2018-10-12,12,889,8793,689,57,2530,17257,1176,0,0,0,0,17,8,29,66,0.110598113207547,53,2,0,0,0,0,0,0,0,41,2018,106.099998,5384500,"Post-Launch",0.547169811320755,0.320754716981132
2018-10-13,5,54,373,56,23,183,1077,100,1,1,1,0,11,16,33,165,0.265566666666667,60,0,0,0,0,0,0,0,0,41,2018,NA,NA,"Post-Launch",0.55,0.183333333333333
2018-10-14,6,159,905,192,24,384,2466,298,0,0,0,0,15,18,27,96,0.145558333333333,60,1,0,0,0,0,0,0,0,41,2018,NA,NA,"Post-Launch",0.45,0.25
2018-10-15,7,2605,11759,1635,33,5104,24311,2276,3,5,55,13,11,12,27,151,0.15874,50,2,0,0,0,0,0,0,0,42,2018,105.879997,2602000,"Post-Launch",0.54,0.22
2018-10-16,22,3394,15053,1424,255,4045,20957,2092,0,0,0,0,63,69,101,1546,0.110627896995708,233,3,0,0,1,0,0,0,0,42,2018,107.419998,5441900,"Post-Launch",0.433476394849785,0.270386266094421
2018-10-17,14,4478,17024,2232,180,4761,20896,2560,1,0,0,0,18,23,52,183,0.197381720430108,93,0,0,0,0,0,0,0,0,42,2018,108.790001,3196200,"Post-Launch",0.559139784946237,0.193548387096774
2018-10-18,18,3241,29091,1042,138,3969,35251,1515,0,0,0,0,22,10,37,610,0.178315942028986,69,3,0,0,0,0,0,0,0,42,2018,105.800003,4731800,"Post-Launch",0.536231884057971,0.318840579710145
2018-10-19,18,2951,20848,1364,93,5874,39569,2807,1,1,1,0,18,25,42,193,0.152784705882353,85,5,0,0,0,0,0,0,0,42,2018,102.110001,5432300,"Post-Launch",0.494117647058824,0.211764705882353
2018-10-20,6,786,4524,511,16,1391,9618,722,1,0,0,0,13,45,58,134,0.227756896551724,116,0,0,0,0,0,0,0,0,42,2018,NA,NA,"Post-Launch",0.5,0.112068965517241
2018-10-21,9,706,7290,645,23,1107,9436,833,1,0,0,0,20,34,60,244,0.19919203539823,113,0,0,0,0,0,0,0,0,42,2018,NA,NA,"Post-Launch",0.530973451327434,0.176991150442478
2018-10-22,17,1302,8656,1032,56,1681,11263,1204,0,0,0,0,23,17,32,99,0.0779942857142857,70,4,0,0,0,0,0,0,0,43,2018,101.360001,4983100,"Post-Launch",0.457142857142857,0.328571428571429
2018-10-23,17,4826,18367,3074,46,5121,20931,3305,0,0,0,0,4,13,7,47,0.11125,24,5,0,0,0,0,0,0,0,43,2018,99.089996,6842900,"Post-Launch",0.291666666666667,0.166666666666667
2018-10-24,7,2704,11889,2121,62,4886,30197,3541,0,0,0,0,26,44,52,247,0.175222131147541,122,6,0,0,0,0,0,0,0,43,2018,96.25,4851800,"Post-Launch",0.426229508196721,0.213114754098361
2018-10-25,12,650,5397,494,69,1797,16345,1177,0,0,0,0,15,20,31,132,0.154495454545455,66,5,0,0,0,0,0,0,0,43,2018,98.639999,5610900,"Post-Launch",0.46969696969697,0.227272727272727
2018-10-26,25,3157,25724,1774,100,4349,36098,2685,0,0,0,0,8,21,21,96,0.076032,50,4,0,0,0,0,0,0,0,43,2018,96.220001,4263500,"Post-Launch",0.42,0.16
2018-10-27,1,150,637,14,5,258,1930,149,0,0,0,0,7,5,22,57,0.243955882352941,34,0,0,0,0,0,0,0,0,43,2018,NA,NA,"Post-Launch",0.647058823529412,0.205882352941176
2018-10-28,7,412,2400,247,33,760,5125,464,1,0,0,0,6,3,10,41,0.1723,19,1,0,0,0,0,0,0,0,43,2018,NA,NA,"Post-Launch",0.526315789473684,0.31578947368421
2018-10-29,13,1359,11271,1127,31,1637,15262,1479,0,0,0,0,162,233,292,6585,0.117123289665211,687,12,0,0,0,0,0,0,0,44,2018,91.190002,9957000,"Post-Launch",0.425036390101892,0.235807860262009
2018-10-30,15,3290,11548,676,56,4627,17299,1280,0,0,0,0,88,75,195,2478,0.204176536312849,358,47,1,2,0,0,0,0,1,44,2018,94.830002,6678700,"Post-Launch",0.544692737430168,0.245810055865922
2018-10-31,10,2068,13828,1460,78,3811,24962,2353,2,2,50,0,11,16,44,102,0.309118309859155,71,14,0,0,0,0,0,0,0,44,2018,90.980003,17510800,"Post-Launch",0.619718309859155,0.154929577464789
2018-11-01,16,2853,12945,954,94,5135,33838,5499,0,0,0,0,1,4,4,9,0.1029,9,6,0,0,0,0,0,0,0,44,2018,94.199997,5444200,"Post-Launch",0.444444444444444,0.111111111111111
2018-11-02,9,389,2556,207,67,3099,28386,2671,1,0,0,0,3,6,6,6,0.192666666666667,15,4,0,0,0,0,0,0,0,44,2018,92.459999,5325300,"Post-Launch",0.4,0.2
2018-11-03,1,66,607,48,28,1548,15213,908,0,0,0,0,12,9,28,169,0.248414285714286,49,0,0,0,0,0,0,0,0,44,2018,NA,NA,"Post-Launch",0.571428571428571,0.244897959183673
2018-11-04,4,369,1794,378,26,1431,12085,2891,1,26,56,4,5,5,6,35,0.1857375,16,0,0,0,0,0,0,0,0,44,2018,NA,NA,"Post-Launch",0.375,0.3125
2018-11-05,7,384,3172,912,31,2163,21155,4224,0,0,0,0,11,5,22,38,0.280564,25,9,0,1,0,0,0,0,0,45,2018,92.690002,4163800,"Post-Launch",0.88,0.44
2018-11-06,14,3468,18980,2229,59,6245,35251,4392,0,0,0,0,18,17,32,312,0.153268181818182,66,2,0,0,0,0,0,0,0,45,2018,92.230003,4121700,"Post-Launch",0.484848484848485,0.272727272727273
2018-11-07,12,1945,16236,2105,61,13758,44959,5066,0,0,0,0,77,74,172,1260,0.194679876160991,323,1,0,0,0,0,0,0,0,45,2018,93.800003,7249200,"Post-Launch",0.532507739938081,0.238390092879257
2018-11-08,16,2882,17948,1526,59,4058,25177,1916,2,0,8,0,66,47,117,658,0.173564347826087,230,4,0,0,0,0,0,0,0,45,2018,93.870003,5045800,"Post-Launch",0.508695652173913,0.28695652173913
2018-11-09,29,6685,52912,2634,131,9488,67151,4233,1,1,1,0,44,68,124,331,0.215981779661017,236,3,0,1,1,0,0,0,0,45,2018,88.889999,7236500,"Post-Launch",0.525423728813559,0.186440677966102
2018-11-10,4,867,10914,490,8,945,12174,579,1,29,51,5,41,42,95,351,0.216141573033708,178,2,0,0,0,0,0,0,0,45,2018,NA,NA,"Post-Launch",0.533707865168539,0.230337078651685
2018-11-11,9,385,1381,414,22,527,2858,589,0,0,0,0,34,44,93,443,0.216059649122807,171,0,0,0,0,0,0,0,0,45,2018,NA,NA,"Post-Launch",0.543859649122807,0.198830409356725
2018-11-12,7,651,7186,782,31,2141,19106,1288,6,56,326,16,44,39,67,196,0.08259,150,3,0,0,0,0,0,0,0,46,2018,87.660004,5123600,"Post-Launch",0.446666666666667,0.293333333333333
2018-11-13,4,713,9167,1068,46,12251,54022,2195,4,24,136,8,87,72,164,951,0.141114551083591,323,3,0,0,0,0,0,0,0,46,2018,87.389999,3732300,"Post-Launch",0.507739938080495,0.269349845201238
2018-11-14,15,2595,12777,1854,86,4269,21056,2671,3,5,21,2,57,58,137,683,0.236509523809524,252,2,0,0,0,0,0,0,0,46,2018,85.760002,3591300,"Post-Launch",0.543650793650794,0.226190476190476
2018-11-15,13,1380,13614,1252,70,2351,23884,2894,2,0,58,2,46,50,65,164,0.0934372670807453,161,3,0,1,0,0,0,0,0,46,2018,88.25,3827400,"Post-Launch",0.403726708074534,0.285714285714286
2018-11-16,12,2277,19739,1381,49,3298,29301,3976,2,12,22,0,264,195,485,3513,0.137298193411265,941,6,0,1,0,0,0,0,0,46,2018,85.970001,4585300,"Post-Launch",0.515409139213603,0.280552603613177
2018-11-17,2,719,774,82,7,1051,6649,907,4,8,16,0,166,295,526,3704,0.220998274111675,985,0,0,0,0,0,0,0,0,46,2018,NA,NA,"Post-Launch",0.534010152284264,0.168527918781726
2018-11-18,6,522,1161,242,16,3504,21492,1978,0,0,0,0,80,195,326,1123,0.209323361344538,595,1,0,0,0,0,0,0,0,46,2018,NA,NA,"Post-Launch",0.547899159663866,0.134453781512605
2018-11-19,10,1582,16371,1507,26,2648,27740,3649,0,0,0,0,642,407,791,15509,0.0636900543478261,1840,1,0,0,0,0,0,0,0,47,2018,83.040001,4461800,"Post-Launch",0.429891304347826,0.348913043478261
2018-11-20,5,591,3912,646,42,3853,14545,3371,4,2,9,1,254,217,466,1810,0.158810779082177,937,1,0,1,0,1,0,0,0,47,2018,83.019997,5388800,"Post-Launch",0.497331910352188,0.271077908217716
2018-11-21,18,9195,45431,2959,45,9833,52209,3343,0,0,0,0,68,59,162,528,0.227332179930796,289,1,0,0,0,0,0,0,0,47,2018,84.019997,3272900,"Post-Launch",0.560553633217993,0.235294117647059
2018-11-22,14,2030,18432,1533,44,2471,22400,1799,1,1,2,0,135,132,220,3594,0.144876180698152,487,2,0,0,0,0,0,0,0,47,2018,NA,NA,"Post-Launch",0.451745379876797,0.277207392197125
2018-11-23,29,3390,38385,4513,45,3557,40095,4631,3,29,465,14,192,324,674,3198,0.261068907563025,1190,3,0,0,0,0,0,0,0,47,2018,82.669998,1906800,"Post-Launch",0.566386554621849,0.161344537815126
2018-11-24,30,1263,22847,3208,33,1441,24201,3316,0,0,0,0,180,261,421,2223,0.196105064782097,849,0,0,0,0,0,0,0,0,47,2018,NA,NA,"Post-Launch",0.495877502944641,0.212014134275618
2018-11-25,12,629,7331,928,22,848,8331,1080,1,606,6805,75,86,132,206,966,0.208393160377358,424,0,0,0,0,0,0,0,0,47,2018,NA,NA,"Post-Launch",0.485849056603774,0.202830188679245
2018-11-26,22,2021,19853,2520,64,3162,29051,3114,0,0,0,0,57,56,99,422,0.145004245283019,212,1,0,0,0,0,0,0,0,48,2018,84.93,5383800,"Post-Launch",0.466981132075472,0.268867924528302
2018-11-27,18,351,6544,987,46,1168,10313,1277,3,0,0,0,21,47,62,113,0.160625242718447,103,0,0,0,0,0,0,0,0,48,2018,85.040001,3372200,"Post-Launch",0.601941747572815,0.203883495145631
2018-11-28,9,2479,15705,1559,40,3072,20678,1842,0,0,0,0,36,51,85,559,0.172810625,160,4,0,0,0,0,0,0,1,48,2018,85.900002,4197200,"Post-Launch",0.53125,0.225
2018-11-29,5,2165,13277,873,46,3203,20260,1500,0,0,0,0,110,90,206,1872,0.155478024691358,405,2,0,0,0,0,0,0,0,48,2018,86.389999,3527300,"Post-Launch",0.508641975308642,0.271604938271605
2018-11-30,11,791,9221,1333,33,1761,17706,2214,0,0,0,0,68,54,108,921,0.116309565217391,230,5,0,0,0,0,0,0,0,48,2018,84.07,5395500,"Post-Launch",0.469565217391304,0.295652173913043
2018-12-01,1,29,224,8,6,1121,11511,1003,0,0,0,0,34,31,70,2635,0.196828888888889,135,1,0,0,0,0,0,0,0,48,2018,NA,NA,"Post-Launch",0.518518518518518,0.251851851851852
2018-12-02,2,86,535,177,17,1485,14930,1623,0,0,0,0,24,83,163,323,0.296549259259259,270,0,0,0,0,0,0,0,0,48,2018,NA,NA,"Post-Launch",0.603703703703704,0.0888888888888889
2018-12-03,8,1131,10173,1252,22,3290,20460,2778,1,0,0,0,67,41,130,849,0.162521848739496,238,2,0,0,0,0,0,0,0,49,2018,84,5052200,"Post-Launch",0.546218487394958,0.281512605042017
2018-12-04,13,2575,14038,3485,49,4229,23071,5032,0,0,0,0,142,87,172,913,0.0785269326683292,401,4,0,1,0,0,0,0,0,49,2018,81.18,5129500,"Post-Launch",0.428927680798005,0.354114713216958
2018-12-05,7,2397,17385,2359,52,3650,25438,3373,1,1,1,0,189,147,230,3100,0.0590441696113074,566,2,0,0,0,0,0,0,0,49,2018,NA,NA,"Post-Launch",0.406360424028269,0.333922261484099
2018-12-06,8,1684,9204,537,36,2385,18738,1535,1,0,0,0,271,183,360,1621,0.0517704856787049,803,1,0,0,0,0,0,0,0,49,2018,83.879997,5747500,"Post-Launch",0.448318804483188,0.337484433374844
2018-12-07,15,6359,20733,2087,43,18449,49824,3993,2,2,3,0,66,64,141,3529,0.178355925925926,270,4,0,1,0,0,0,0,0,49,2018,82.519997,4589100,"Post-Launch",0.522222222222222,0.244444444444444
2018-12-08,5,3032,11606,2164,15,3915,12766,2260,0,0,0,0,175,140,347,3810,0.171304229607251,662,0,0,0,0,0,0,0,0,49,2018,NA,NA,"Post-Launch",0.52416918429003,0.264350453172205
2018-12-09,5,1464,6939,454,23,2546,10626,728,2,2,17,0,51,61,115,380,0.181094273127753,227,0,0,0,0,0,0,0,0,49,2018,NA,NA,"Post-Launch",0.506607929515419,0.224669603524229
2018-12-10,8,615,7912,736,19,912,10540,1044,7,14,142,23,17,9,39,135,0.211755384615385,65,6,0,0,0,0,0,0,0,50,2018,83.730003,3888400,"Post-Launch",0.6,0.261538461538462
2018-12-11,0,0,0,0,0,0,0,0,4,5,38,2,76,69,149,728,0.184157142857143,294,2,0,0,0,0,0,0,0,50,2018,83.440002,3876700,"Post-Launch",0.506802721088435,0.258503401360544
2018-12-12,0,0,0,0,0,0,0,0,4,17,154,12,36,38,73,196,0.179284353741497,147,3,0,0,0,0,0,0,1,50,2018,82.989998,3400500,"Post-Launch",0.496598639455782,0.244897959183673
2018-12-13,0,0,0,0,0,0,0,0,6,11,76,6,41,29,51,150,0.0931157024793388,121,3,0,0,0,0,0,0,0,50,2018,80.860001,5011100,"Post-Launch",0.421487603305785,0.338842975206612
2018-12-14,0,0,0,0,0,0,0,0,8,249,1739,82,64,27,56,493,0.0198707482993197,147,6,0,0,0,0,0,0,0,50,2018,80.160004,5227600,"Post-Launch",0.380952380952381,0.435374149659864
2018-12-15,0,0,0,0,0,0,0,0,3,0,2,0,104,75,202,1755,0.154485826771654,381,0,0,0,0,0,0,0,0,50,2018,NA,NA,"Post-Launch",0.530183727034121,0.272965879265092
2018-12-16,0,0,0,0,0,0,0,0,0,0,0,0,55,25,70,480,0.0598353333333333,150,0,0,0,0,0,0,0,0,50,2018,NA,NA,"Post-Launch",0.466666666666667,0.366666666666667
2018-12-17,0,0,0,0,0,0,0,0,2,366,3077,35,146,162,185,7158,0.060731845841785,493,3,0,0,0,0,0,0,0,51,2018,79.230003,4083500,"Post-Launch",0.37525354969574,0.296146044624746
2018-12-18,0,0,0,0,0,0,0,0,2,3,25,2,66,40,83,741,0.0885804232804233,189,1,0,0,0,0,0,0,0,51,2018,80,6191100,"Post-Launch",0.439153439153439,0.349206349206349
2018-12-19,0,0,0,0,0,0,0,0,2,2,60,0,37,12,51,190,0.070438,100,2,0,0,0,0,0,0,0,51,2018,78.360001,6416600,"Post-Launch",0.51,0.37
2018-12-20,0,0,0,0,0,0,0,0,0,0,0,0,33,42,96,546,0.215320467836257,171,1,0,0,0,0,0,0,0,51,2018,77.440002,5567700,"Post-Launch",0.56140350877193,0.192982456140351
2018-12-21,0,0,0,0,0,0,0,0,2,37,466,19,20,11,52,140,0.265133734939759,83,3,0,0,0,0,0,0,0,51,2018,76.57,7829900,"Post-Launch",0.626506024096386,0.240963855421687
2018-12-22,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59,162,0.168771186440678,118,0,0,0,0,0,0,0,0,51,2018,NA,NA,"Post-Launch",0.5,0.279661016949153
2018-12-23,0,0,0,0,0,0,0,0,4,5,44,0,43,34,88,346,0.19033696969697,165,0,0,0,0,0,0,0,0,51,2018,NA,NA,"Post-Launch",0.533333333333333,0.260606060606061
2018-12-24,0,0,0,0,0,0,0,0,2,1,10,0,212,161,314,7019,0.108972634643377,687,1,0,0,0,0,0,0,0,52,2018,74.720001,2556900,"Post-Launch",0.457059679767103,0.308588064046579
2018-12-25,0,0,0,0,0,0,0,0,0,0,0,0,50,36,95,347,0.221096132596685,181,0,0,0,0,0,0,0,0,52,2018,NA,NA,"Post-Launch",0.524861878453039,0.276243093922652
2018-12-26,0,0,0,0,0,0,0,0,1,0,1,0,25,30,66,326,0.198987603305785,121,1,0,0,0,0,0,0,0,52,2018,77.889999,3257300,"Post-Launch",0.545454545454545,0.206611570247934
2018-12-27,0,0,0,0,0,0,0,0,1,0,0,0,121,92,190,3044,0.115633250620347,403,1,0,0,0,0,0,0,0,52,2018,79.43,4261000,"Post-Launch",0.471464019851117,0.300248138957816
2018-12-28,0,0,0,0,0,0,0,0,0,0,0,0,76,83,187,857,0.211469075144509,346,1,0,0,0,0,0,0,0,52,2018,79.300003,2733600,"Post-Launch",0.540462427745665,0.219653179190751
